image,type,style,color,material,shape,details,room_type,price_range,prompt
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DA780>,table,coastal,brass,glass,organic,trestle base,cafe,standard,"Professional product photography of a coastal brass table, made of glass, organic shape, featuring trestle base, cafe in mind, standard price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DA8B0>,table,parametric,titanium,glass,nested,drop leaf,dining,elite,"Professional product photography of a parametric titanium table, made of glass, nested shape, featuring drop leaf, dining in mind, elite price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DA9E0>,table,organic,oak,oak,triangular,table leaf,conference,budget,"Professional product photography of a organic oak table, made of oak, triangular shape, featuring table leaf, conference in mind, budget price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DAB10>,table,deco,copper,oak,expandable,four legs,outdoor,luxury,"Professional product photography of a deco copper table, made of oak, expandable shape, featuring four legs, outdoor in mind, luxury price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DAC40>,table,nordic,slate,ceramic,tiered,solid base,cafe,standard,"Professional product photography of a nordic slate table, made of ceramic, tiered shape, featuring solid base, cafe in mind, standard price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DAD70>,table,industrial,concrete,brass,reversible,wooden top,kitchen,standard,"Professional product photography of a industrial concrete table, made of brass, reversible shape, featuring wooden top, kitchen in mind, standard price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DAEA0>,table,hightech,obsidian,terrazzo,reversible,pedestal base,cafe,premium,"Professional product photography of a hightech obsidian table, made of terrazzo, reversible shape, featuring pedestal base, cafe in mind, premium price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DAFD0>,table,hightech,marble,metal,nested,double base,outdoor,elite,"Professional product photography of a hightech marble table, made of metal, nested shape, featuring double base, outdoor in mind, elite price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DB100>,table,coastal,slate,ceramic,organic,single leg,living,elite,"Professional product photography of a coastal slate table, made of ceramic, organic shape, featuring single leg, living in mind, elite price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DB230>,table,organic,concrete,quartz,round,storage shelf,conference,budget,"Professional product photography of a organic concrete table, made of quartz, round shape, featuring storage shelf, conference in mind, budget price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DB360>,table,primitive,bronze,stone,organic,pedestal base,study,luxury,"Professional product photography of a primitive bronze table, made of stone, organic shape, featuring pedestal base, study in mind, luxury price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DB490>,table,coastal,concrete,quartz,triangular,drawer storage,outdoor,standard,"Professional product photography of a coastal concrete table, made of quartz, triangular shape, featuring drawer storage, outdoor in mind, standard price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DB5C0>,table,nordic,chrome,metal,nested,four legs,conference,budget,"Professional product photography of a nordic chrome table, made of metal, nested shape, featuring four legs, conference in mind, budget price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DB6F0>,table,bauhaus,chrome,stone,oval,solid base,dining,luxury,"Professional product photography of a bauhaus chrome table, made of stone, oval shape, featuring solid base, dining in mind, luxury price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DB820>,table,hightech,oak,oak,nested,split top,dining,budget,"Professional product photography of a hightech oak table, made of oak, nested shape, featuring split top, dining in mind, budget price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DB950>,table,nordic,marble,steel,expandable,glass top,cafe,elite,"Professional product photography of a nordic marble table, made of steel, expandable shape, featuring glass top, cafe in mind, elite price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DBA80>,table,bauhaus,slate,oak,tiered,trestle base,kitchen,budget,"Professional product photography of a bauhaus slate table, made of oak, tiered shape, featuring trestle base, kitchen in mind, budget price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
<PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x448 at 0x2838D0DBBB0>,table,parametric,chrome,quartz,circle,metal base,outdoor,elite,"Professional product photography of a parametric chrome table, made of quartz, circle shape, featuring metal base, outdoor in mind, elite price range. Pure white background, studio lighting, commercial product photography, 8k, ultra detailed, centered composition, professional furniture catalog style"
